날짜,시도지역코드,발생건수(건)
2023-07-02,27,45
2023-07-02,28,129
2023-07-02,29,57
2023-07-02,30,58
2023-07-02,31,39
2023-07-02,41,829
2023-07-02,43,66
2023-07-02,44,68
2023-07-02,45,35
2023-07-02,46,62
2023-07-02,47,45
2023-07-02,48,104
2023-07-02,49,116
2023-07-02,99,2123
2023-07-03,11,10102
2023-07-03,26,3798
2023-07-03,27,2923
2023-07-03,28,2740
2023-07-03,29,1307
2023-07-03,30,1559
2023-07-03,31,900
2023-07-03,41,14381
2023-07-03,42,0
2023-07-03,43,1771
2023-07-03,44,2807
2023-07-03,45,2489
2023-07-03,46,2243
2023-07-03,47,3003
2023-07-03,48,3717
2023-07-03,49,816
2023-07-03,99,56112
2023-07-04,11,7592
2023-07-04,26,2967
2023-07-04,27,2328
2023-07-04,28,1784
2023-07-04,29,969
2023-07-04,30,1161
2023-07-04,31,660
2023-07-04,41,10711
2023-07-04,42,0
2023-07-04,43,1284
2023-07-04,44,1931
2023-07-04,45,1722
2023-07-04,46,1517
2023-07-04,47,2413
2023-07-04,48,2631
2023-07-04,49,827
2023-07-04,99,41718
2023-07-05,11,7651
2023-07-05,26,2673
2023-07-05,27,2234
2023-07-05,28,2134
2023-07-05,29,944
2023-07-05,30,1274
2023-07-05,31,612
2023-07-05,41,10521
2023-07-05,42,0
2023-07-05,43,1270
2023-07-05,44,1948
2023-07-05,45,1857
2023-07-05,46,1417
2023-07-05,47,2139
2023-07-05,48,2536
2023-07-05,49,660
2023-07-05,99,40995
2023-07-06,11,7864
2023-07-06,26,2900
2023-07-06,27,2255
2023-07-06,28,1993
2023-07-06,29,965
2023-07-06,30,1201
2023-07-06,31,685
2023-07-06,41,10957
2023-07-06,42,0
2023-07-06,43,1376
2023-07-06,44,2082
2023-07-06,45,1954
2023-07-06,46,1592
2023-07-06,47,2196
2023-07-06,48,2896
2023-07-06,49,729
2023-07-06,99,42870
2023-07-07,11,8922
2023-07-07,26,2649
2023-07-07,27,2143
2023-07-07,28,2395
2023-07-07,29,957
2023-07-07,30,1176
2023-07-07,31,587
2023-07-07,41,12846
2023-07-07,42,1
2023-07-07,43,1347
2023-07-07,44,2215
2023-07-07,45,1685
2023-07-07,46,1563
2023-07-07,47,2162
2023-07-07,48,2699
2023-07-07,49,721
2023-07-07,99,45476
2023-07-08,11,6024
2023-07-08,26,1832
2023-07-08,27,1708
2023-07-08,28,1625
2023-07-08,29,741
2023-07-08,30,871
2023-07-08,31,471
2023-07-08,41,8833
2023-07-08,42,0
2023-07-08,43,930
2023-07-08,44,1396
2023-07-08,45,1240
2023-07-08,46,1122
2023-07-08,47,1415
2023-07-08,48,1974
2023-07-08,49,309
2023-07-08,99,31233
2023-07-09,11,379
2023-07-09,26,72
2023-07-09,27,33
2023-07-09,28,100
2023-07-09,29,55
2023-07-09,30,72
2023-07-09,31,39
2023-07-09,41,855
2023-07-09,42,0
2023-07-09,43,56
2023-07-09,44,103
2023-07-09,45,38
2023-07-09,46,50
2023-07-09,47,58
2023-07-09,48,92
2023-07-09,49,98
2023-07-09,99,2130
