날짜,시군구지역코드,발생건수(건)
2023-05-04,42720,562
2023-05-04,42730,402
2023-05-04,42750,398
2023-05-04,42760,373
2023-05-04,42770,293
2023-05-04,42780,411
2023-05-04,42790,225
2023-05-04,42800,356
2023-05-04,42810,304
2023-05-04,42820,362
2023-05-04,42830,240
2023-05-04,43111,2648
2023-05-04,43112,2382
2023-05-04,43113,3875
2023-05-04,43114,2611
2023-05-04,43130,2120
2023-05-04,43150,1192
2023-05-04,43720,282
2023-05-04,43730,750
2023-05-04,43740,527
2023-05-04,43745,378
2023-05-04,43750,1148
2023-05-04,43760,296
2023-05-04,43770,1000
2023-05-04,43800,247
2023-05-04,44131,3300
2023-05-04,44133,5925
2023-05-04,44150,1119
2023-05-04,44180,1255
2023-05-04,44200,5027
2023-05-04,44210,1888
2023-05-04,44230,1373
2023-05-04,44250,741
2023-05-04,44270,1853
2023-05-04,44710,543
2023-05-04,44760,686
2023-05-04,44770,559
2023-05-04,44790,294
2023-05-04,44800,1181
2023-05-04,44810,741
2023-05-04,44825,608
2023-05-04,45111,3924
2023-05-04,45113,4496
2023-05-04,45130,3261
2023-05-04,45140,3463
2023-05-04,45180,1258
2023-05-04,45190,772
2023-05-04,45210,821
2023-05-04,45710,1262
2023-05-04,45720,262
2023-05-04,45730,241
2023-05-04,45740,239
2023-05-04,45750,303
2023-05-04,45770,302
2023-05-04,45790,446
2023-05-04,45800,478
2023-05-04,46110,2435
2023-05-04,46130,3216
2023-05-04,46150,2982
2023-05-04,46170,1442
2023-05-04,46230,1789
2023-05-04,46710,447
2023-05-04,46720,254
2023-05-04,46730,215
2023-05-04,46770,535
2023-05-04,46780,410
2023-05-04,46790,587
2023-05-04,46800,331
2023-05-04,46810,280
2023-05-04,46820,614
2023-05-04,46830,567
2023-05-04,46840,1151
2023-05-04,46860,259
2023-05-04,46870,660
2023-05-04,46880,460
2023-05-04,46890,585
2023-05-04,46900,323
2023-05-04,46910,407
2023-05-04,47111,2838
2023-05-04,47113,3105
2023-05-04,47130,2528
2023-05-04,47150,1627
2023-05-04,47170,1763
2023-05-04,47190,4882
2023-05-04,47210,1013
2023-05-04,47230,986
2023-05-04,47250,852
2023-05-04,47280,878
2023-05-04,47290,3304
2023-05-04,47720,198
2023-05-04,47730,363
2023-05-04,47750,210
2023-05-04,47760,67
2023-05-04,47770,303
2023-05-04,47820,301
2023-05-04,47830,251
2023-05-04,47840,388
2023-05-04,47850,1170
2023-05-04,47900,602
2023-05-04,47920,228
2023-05-04,47930,442
2023-05-04,47940,62
2023-05-04,48121,2316
2023-05-04,48123,2635
2023-05-04,48125,1823
2023-05-04,48127,1897
2023-05-04,48129,2546
2023-05-04,48170,3750
2023-05-04,48220,1347
2023-05-04,48240,1275
2023-05-04,48250,6533
2023-05-04,48270,1057
2023-05-04,48310,3063
2023-05-04,48330,4479
2023-05-04,48720,244
2023-05-04,48730,550
2023-05-04,48740,560
2023-05-04,48820,439
2023-05-04,48840,424
2023-05-04,48850,405
2023-05-04,48860,357
2023-05-04,48870,380
2023-05-04,48880,531
2023-05-04,48890,390
2023-05-04,49110,5905
2023-05-04,49130,1877
2023-05-05,11110,189
2023-05-05,11140,214
2023-05-05,11170,354
2023-05-05,11200,542
2023-05-05,11215,454
2023-05-05,11230,577
2023-05-05,11260,561
2023-05-05,11290,839
2023-05-05,11305,464
2023-05-05,11320,449
2023-05-05,11350,1234
2023-05-05,11380,919
2023-05-05,11410,514
2023-05-05,11440,794
2023-05-05,11470,955
2023-05-05,11500,1146
2023-05-05,11530,728
2023-05-05,11545,387
2023-05-05,11560,767
2023-05-05,11590,620
2023-05-05,11620,811
2023-05-05,11650,1034
2023-05-05,11680,1139
2023-05-05,11710,1388
2023-05-05,11740,938
2023-05-05,26110,35
2023-05-05,26140,147
2023-05-05,26170,126
2023-05-05,26200,127
2023-05-05,26230,646
2023-05-05,26260,642
2023-05-05,26290,499
2023-05-05,26320,376
2023-05-05,26350,701
2023-05-05,26380,711
2023-05-05,26410,435
