날짜,시군구지역코드,발생건수(건)
2023-05-04,43150,112
2023-05-04,43720,40
2023-05-04,43730,116
2023-05-04,43740,80
2023-05-04,43745,38
2023-05-04,43750,193
2023-05-04,43760,44
2023-05-04,43770,138
2023-05-04,43800,20
2023-05-04,44131,276
2023-05-04,44133,384
2023-05-04,44150,164
2023-05-04,44180,202
2023-05-04,44200,360
2023-05-04,44210,177
2023-05-04,44230,139
2023-05-04,44250,54
2023-05-04,44270,234
2023-05-04,44710,103
2023-05-04,44760,88
2023-05-04,44770,122
2023-05-04,44790,55
2023-05-04,44800,241
2023-05-04,44810,115
2023-05-04,44825,104
2023-05-04,45111,376
2023-05-04,45113,359
2023-05-04,45130,249
2023-05-04,45140,270
2023-05-04,45180,144
2023-05-04,45190,114
2023-05-04,45210,68
2023-05-04,45710,124
2023-05-04,45720,33
2023-05-04,45730,34
2023-05-04,45740,32
2023-05-04,45750,39
2023-05-04,45770,35
2023-05-04,45790,89
2023-05-04,45800,98
2023-05-04,46110,185
2023-05-04,46130,475
2023-05-04,46150,267
2023-05-04,46170,160
2023-05-04,46230,164
2023-05-04,46710,59
2023-05-04,46720,50
2023-05-04,46730,17
2023-05-04,46770,71
2023-05-04,46780,44
2023-05-04,46790,69
2023-05-04,46800,45
2023-05-04,46810,31
2023-05-04,46820,112
2023-05-04,46830,59
2023-05-04,46840,118
2023-05-04,46860,39
2023-05-04,46870,102
2023-05-04,46880,46
2023-05-04,46890,49
2023-05-04,46900,43
2023-05-04,46910,29
2023-05-04,47111,288
2023-05-04,47113,372
2023-05-04,47130,330
2023-05-04,47150,146
2023-05-04,47170,217
2023-05-04,47190,475
2023-05-04,47210,171
2023-05-04,47230,134
2023-05-04,47250,123
2023-05-04,47280,109
2023-05-04,47290,267
2023-05-04,47720,27
2023-05-04,47730,35
2023-05-04,47750,31
2023-05-04,47760,8
2023-05-04,47770,50
2023-05-04,47820,31
2023-05-04,47830,33
2023-05-04,47840,38
2023-05-04,47850,111
2023-05-04,47900,64
2023-05-04,47920,38
2023-05-04,47930,67
2023-05-04,47940,7
2023-05-04,48121,262
2023-05-04,48123,297
2023-05-04,48125,257
2023-05-04,48127,246
2023-05-04,48129,287
2023-05-04,48170,470
2023-05-04,48220,155
2023-05-04,48240,131
2023-05-04,48250,561
2023-05-04,48270,133
2023-05-04,48310,225
2023-05-04,48330,469
2023-05-04,48720,35
2023-05-04,48730,81
2023-05-04,48740,58
2023-05-04,48820,81
2023-05-04,48840,89
2023-05-04,48850,81
2023-05-04,48860,47
2023-05-04,48870,73
2023-05-04,48880,109
2023-05-04,48890,44
2023-05-04,49110,465
2023-05-04,49130,167
2023-05-05,11110,9
2023-05-05,11140,5
2023-05-05,11170,20
2023-05-05,11200,11
2023-05-05,11215,11
2023-05-05,11230,10
2023-05-05,11260,12
2023-05-05,11290,35
2023-05-05,11305,14
2023-05-05,11320,24
2023-05-05,11350,47
2023-05-05,11380,16
2023-05-05,11410,14
2023-05-05,11440,22
2023-05-05,11470,9
2023-05-05,11500,35
2023-05-05,11530,11
2023-05-05,11545,9
2023-05-05,11560,16
2023-05-05,11590,13
2023-05-05,11620,21
2023-05-05,11650,22
2023-05-05,11680,31
2023-05-05,11710,36
2023-05-05,11740,23
2023-05-05,26110,2
2023-05-05,26140,11
2023-05-05,26170,13
2023-05-05,26200,6
2023-05-05,26230,28
2023-05-05,26260,15
2023-05-05,26290,18
2023-05-05,26320,12
2023-05-05,26350,67
2023-05-05,26380,16
2023-05-05,26410,13
2023-05-05,26440,17
2023-05-05,26470,14
2023-05-05,26500,17
2023-05-05,26530,13
2023-05-05,26710,14
2023-05-05,27110,3
2023-05-05,27140,42
2023-05-05,27170,12
2023-05-05,27200,17
2023-05-05,27230,37
2023-05-05,27260,30
2023-05-05,27290,29
2023-05-05,27710,13
2023-05-05,28110,8
2023-05-05,28140,0
2023-05-05,28185,61
2023-05-05,28200,41
2023-05-05,28237,20
2023-05-05,28245,8
2023-05-05,28260,49
2023-05-05,28710,3
2023-05-05,28720,1
2023-05-05,29110,3
2023-05-05,29140,21
2023-05-05,29155,10
2023-05-05,29170,36
2023-05-05,29200,14
2023-05-05,30110,15
2023-05-05,30140,31
2023-05-05,30170,59
2023-05-05,30200,46
2023-05-05,30230,27
2023-05-05,31110,18
2023-05-05,31140,8
2023-05-05,31170,31
2023-05-05,31200,23
2023-05-05,31710,18
2023-05-05,36110,62
2023-05-05,41111,33
2023-05-05,41113,39
2023-05-05,41115,15
2023-05-05,41117,36
2023-05-05,41131,12
2023-05-05,41133,13
2023-05-05,41135,31
2023-05-05,41150,32
2023-05-05,41171,20
2023-05-05,41173,17
2023-05-05,41190,40
2023-05-05,41210,5
2023-05-05,41220,81
2023-05-05,41250,4
2023-05-05,41271,22
2023-05-05,41273,20
2023-05-05,41281,22
2023-05-05,41285,14
2023-05-05,41287,18
2023-05-05,41290,4
2023-05-05,41310,11
2023-05-05,41360,51
2023-05-05,41370,25
2023-05-05,41390,28
2023-05-05,41410,9
2023-05-05,41430,6
2023-05-05,41450,19
2023-05-05,41461,16
2023-05-05,41463,43
2023-05-05,41465,43
2023-05-05,41480,24
2023-05-05,41500,20
2023-05-05,41550,13
2023-05-05,41570,57
2023-05-05,41590,105
2023-05-05,41610,32
2023-05-05,41630,11
2023-05-05,41650,5
2023-05-05,41670,2
2023-05-05,41800,1
2023-05-05,41820,7
2023-05-05,41830,6
2023-05-05,42110,10
2023-05-05,42130,13
2023-05-05,42150,3
2023-05-05,42170,4
2023-05-05,42190,1
2023-05-05,42210,0
2023-05-05,42230,3
2023-05-05,42720,1
2023-05-05,42730,1
2023-05-05,42750,0
2023-05-05,42760,3
2023-05-05,42770,1
2023-05-05,42780,6
2023-05-05,42790,0
2023-05-05,42800,0
2023-05-05,42810,2
2023-05-05,42820,0
2023-05-05,42830,3
2023-05-05,43111,13
2023-05-05,43112,12
2023-05-05,43113,11
2023-05-05,43114,16
2023-05-05,43130,28
2023-05-05,43150,7
2023-05-05,43720,2
2023-05-05,43730,16
2023-05-05,43740,2
2023-05-05,43745,2
2023-05-05,43750,18
2023-05-05,43760,2
2023-05-05,43770,14
2023-05-05,43800,2
2023-05-05,44131,48
2023-05-05,44133,57
2023-05-05,44150,9
2023-05-05,44180,5
2023-05-05,44200,23
